  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1.25000000E-01  0.00000000E+00  0.00000000E+00
  2.50000000E-01  0.00000000E+00  0.00000000E+00
  3.75000000E-01  0.00000000E+00  0.00000000E+00
  5.00000000E-01  0.00000000E+00  0.00000000E+00
  6.25000000E-01  0.00000000E+00  0.00000000E+00
  7.50000000E-01  0.00000000E+00  0.00000000E+00
  8.75000000E-01  0.00000000E+00  0.00000000E+00
  1.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  1.25000000E-01  0.00000000E+00
  1.25000000E-01  1.25000000E-01  1.09595401E-01
  2.50000000E-01  1.25000000E-01  2.02505896E-01
  3.75000000E-01  1.25000000E-01  2.64586704E-01
  5.00000000E-01  1.25000000E-01  2.86386584E-01
  6.25000000E-01  1.25000000E-01  2.64586704E-01
  7.50000000E-01  1.25000000E-01  2.02505896E-01
  8.75000000E-01  1.25000000E-01  1.09595401E-01
  1.00000000E+00  1.25000000E-01  0.00000000E+00
  0.00000000E+00  2.50000000E-01  0.00000000E+00
  1.25000000E-01  2.50000000E-01  1.26830955E-01
  2.50000000E-01  2.50000000E-01  2.34353048E-01
  3.75000000E-01  2.50000000E-01  3.06197013E-01
  5.00000000E-01  2.50000000E-01  3.31425258E-01
  6.25000000E-01  2.50000000E-01  3.06197013E-01
  7.50000000E-01  2.50000000E-01  2.34353048E-01
  8.75000000E-01  2.50000000E-01  1.26830955E-01
  1.00000000E+00  2.50000000E-01  0.00000000E+00
  0.00000000E+00  3.75000000E-01  0.00000000E+00
  1.25000000E-01  3.75000000E-01  7.99161322E-02
  2.50000000E-01  3.75000000E-01  1.47665758E-01
  3.75000000E-01  3.75000000E-01  1.92934610E-01
  5.00000000E-01  3.75000000E-01  2.08830917E-01
  6.25000000E-01  3.75000000E-01  1.92934610E-01
  7.50000000E-01  3.75000000E-01  1.47665758E-01
  8.75000000E-01  3.75000000E-01  7.99161322E-02
  1.00000000E+00  3.75000000E-01  0.00000000E+00
  0.00000000E+00  5.00000000E-01  0.00000000E+00
  1.25000000E-01  5.00000000E-01  1.04880815E-14
  2.50000000E-01  5.00000000E-01  1.30220393E-14
  3.75000000E-01  5.00000000E-01  1.13825463E-14
  5.00000000E-01  5.00000000E-01  8.23767854E-15
  6.25000000E-01  5.00000000E-01  5.11714896E-15
  7.50000000E-01  5.00000000E-01  2.72634633E-15
  8.75000000E-01  5.00000000E-01  1.02185774E-15
  1.00000000E+00  5.00000000E-01  0.00000000E+00
  0.00000000E+00  6.25000000E-01  0.00000000E+00
  1.25000000E-01  6.25000000E-01 -7.99161322E-02
  2.50000000E-01  6.25000000E-01 -1.47665758E-01
  3.75000000E-01  6.25000000E-01 -1.92934610E-01
  5.00000000E-01  6.25000000E-01 -2.08830917E-01
  6.25000000E-01  6.25000000E-01 -1.92934610E-01
  7.50000000E-01  6.25000000E-01 -1.47665758E-01
  8.75000000E-01  6.25000000E-01 -7.99161322E-02
  1.00000000E+00  6.25000000E-01  0.00000000E+00
  0.00000000E+00  7.50000000E-01  0.00000000E+00
  1.25000000E-01  7.50000000E-01 -1.26830955E-01
  2.50000000E-01  7.50000000E-01 -2.34353048E-01
  3.75000000E-01  7.50000000E-01 -3.06197013E-01
  5.00000000E-01  7.50000000E-01 -3.31425258E-01
  6.25000000E-01  7.50000000E-01 -3.06197013E-01
  7.50000000E-01  7.50000000E-01 -2.34353048E-01
  8.75000000E-01  7.50000000E-01 -1.26830955E-01
  1.00000000E+00  7.50000000E-01  0.00000000E+00
  0.00000000E+00  8.75000000E-01  0.00000000E+00
  1.25000000E-01  8.75000000E-01 -1.09595401E-01
  2.50000000E-01  8.75000000E-01 -2.02505896E-01
  3.75000000E-01  8.75000000E-01 -2.64586704E-01
  5.00000000E-01  8.75000000E-01 -2.86386584E-01
  6.25000000E-01  8.75000000E-01 -2.64586704E-01
  7.50000000E-01  8.75000000E-01 -2.02505896E-01
  8.75000000E-01  8.75000000E-01 -1.09595401E-01
  1.00000000E+00  8.75000000E-01  0.00000000E+00
  0.00000000E+00  1.00000000E+00  0.00000000E+00
  1.25000000E-01  1.00000000E+00  0.00000000E+00
  2.50000000E-01  1.00000000E+00  0.00000000E+00
  3.75000000E-01  1.00000000E+00  0.00000000E+00
  5.00000000E-01  1.00000000E+00  0.00000000E+00
  6.25000000E-01  1.00000000E+00  0.00000000E+00
  7.50000000E-01  1.00000000E+00  0.00000000E+00
  8.75000000E-01  1.00000000E+00  0.00000000E+00
  1.00000000E+00  1.00000000E+00  0.00000000E+00
